part_number,name_en,category,years,engines,confidence,audit_status,occurrence_count,source_count,first_evidence
87452-01P20,"Cover-Reclining Device,Lh Inner",general,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,8,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) LH LOCK | 08.1987 - 10.1991 87383M 8745201P20 COVER-RECLINING DEVICE,LH INNER ﻏﻄﺎﺀ 01"
87452-28J00,Device-Reclining Front Seat Lh Outer,interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,8,4,+W.6P.(TB42S+RB30S) (K) | 08.1989 - 10.1991 87451 8745228J00 DEVICE-RECLINING FRONT SEAT LH OUTER LH OUTER 01
87456-28J00,"Finisher-Device,Lh Seat Inside",interior,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,"*W.6P VINYL | 03.1988 - 10.1991 87383 8745628J00 FINISHER-DEVICE,LH SEAT INSIDE INSIDE 01"
87456-50A00,"Cover-Reclining Device,Lh Inner",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,38,12,"081270252G ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87383M 8745650A00 COVER-RECLINING DEVICE,LH INNER ﻏﻄﺎﺀ 01"
87468-01J00,"Knob-Reclining Device Lever,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,100,12,"HK +W +HW +HV 10.1991 - 08.1993 87468M 8746801J00 KNOB-RECLINING DEVICE LEVER,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87468-01J01,"Knob-Reclining Device Lever,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) LH | 08.1989 - 10.1991 87468M 8746801J01 KNOB-RECLINING DEVICE LEVER,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87468-F6102,"Knob-Reclining Device Lever,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,100,12,"(K+W+HW).(GL+SGL) (A) | 10.1991 - 08.1993 87468M 87468F6102 KNOB-RECLINING DEVICE LEVER,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87468-F6103,"Knob-Reclining Device Lever,Lh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K +HK +W +HW +HV (C) | 10.1991 - 08.1993 87468M 87468F6103 KNOB-RECLINING DEVICE LEVER,LH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01"
87501-01J00,"Slide Assy-Rh Seat,Outside",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P F/SEPA SEAT | 03.1988 - 10.1991 87501 8750101J00 SLIDE ASSY-RH SEAT,OUTSIDE OUTSIDE 01"
87501-33J00,"Slide Assy-Rh Seat,Outside",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"+K.GL +W.SGL 10.1991 - 08.1993 87501 8750133J00 SLIDE ASSY-RH SEAT,OUTSIDE OUTSIDE 01"
87502-01J00,"Slide-Rh Seat,Inside",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) OTR | 08.1989 - 10.1991 87502 8750201J00 SLIDE-RH SEAT,INSIDE INSIDE 01"
87502-33J00,"Slide-Rh Seat,Inside",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL 10.1991 - 08.1993 87502 8750233J00 SLIDE-RH SEAT,INSIDE INSIDE 01"
87506-01J00,"Bracket Assy-Front Seat,Rh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,100,12,"W.(GL+SGL) +HW.GL (A) | 10.1991 - 08.1993 87506 8750601J00 BRACKET ASSY-FRONT SEAT,RH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87506-01J01,"Bracket Assy-Front Seat,Rh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,100,12,"HK +W +HW +HV (C) | 10.1991 - 08.1993 87506 8750601J01 BRACKET ASSY-FRONT SEAT,RH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87506-01J02,"Bracket Assy-Front Seat,Rh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"W.SGL 10.1991 - 08.1993 87506 8750601J02 BRACKET ASSY-FRONT SEAT,RH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87506-01J60,"Bracket Assy-Front Seat,Rh",body,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W 10.1991 - ... 87506 8750601J60 BRACKET ASSY-FRONT SEAT,RH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 02"
87532-01J00,"Wire-Release,Seat Slide Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,60,12,"HK +W +HW +HV (C) | 10.1991 - 08.1993 87532M 8753201J00 WIRE-RELEASE,SEAT SLIDE RH ﺳﻠﻚ 01"
87532-28J00,Wire-Release,interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,16,4,+W.6P.(TB42S+RB30S) (K) | 08.1989 - 10.1991 87532 8753228J00 WIRE-RELEASE ﻓﺼﻞ 01
87532-28J10,Wire-Release,interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,16,4,+W.6P.(TB42S+RB30S) INR | 08.1989 - 10.1991 87532 8753228J10 WIRE-RELEASE ﻓﺼﻞ 01
87551-01J00,"Slide Assy-Lh Seat,Outside",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) 08.1989 - 10.1991 87552 8755101J00 SLIDE ASSY-LH SEAT,OUTSIDE OUTSIDE 01"
87551-28J00,"Slide Assy-Lh Seat,Outside",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (K) | 07.1989 - 10.1991 87552 8755128J00 SLIDE ASSY-LH SEAT,OUTSIDE OUTSIDE 01"
87551-33J00,"Slide Assy-Lh Seat,Outside",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87552 8755133J00 SLIDE ASSY-LH SEAT,OUTSIDE OUTSIDE 01"
87552-01J00,"Slide-Lh Seat,Inside",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"0812402028 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87551 8755201J00 SLIDE-LH SEAT,INSIDE INSIDE 01"
87552-28J00,"Slide-Lh Seat,Inside",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 87551 8755228J00 SLIDE-LH SEAT,INSIDE INSIDE 01"
87552-33J00,"Slide-Lh Seat,Inside",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"K +HK +W +HW +HV (C) | 10.1991 - 08.1993 87551 8755233J00 SLIDE-LH SEAT,INSIDE INSIDE 01"
87556-01J00,"Bracket Assy-Front Seat,Lh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,56,12,"K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87556 8755601J00 BRACKET ASSY-FRONT SEAT,LH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87556-01J01,"Bracket Assy-Front Seat,Lh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,56,12,"(K+W+HW).(GL+SGL) (A) | 10.1991 - 08.1993 87556 8755601J01 BRACKET ASSY-FRONT SEAT,LH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87556-01J02,"Bracket Assy-Front Seat,Lh",body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,44,12,"*W.SGL (K) F/LEATHER | 10.1991 - 08.1993 87556 8755601J02 BRACKET ASSY-FRONT SEAT,LH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87556-01J60,"Bracket Assy-Front Seat,Lh",body,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,12,4,"+W.6P.(TB42S+RB30S) 08.1989 - 10.1991 87556 8755601J60 BRACKET ASSY-FRONT SEAT,LH ﺣﺎﻣﻞ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 02"
87600-01J00,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 09.1988 - 12.1988 87600 8760001J00 BACK ASSY-FRONT SEAT,RH RH 01"
87600-01J01,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 12.1988 - 10.1991 87600 8760001J01 BACK ASSY-FRONT SEAT,RH RH 01"
87600-01J10,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/SEPARATE SEAT | 12.1988 - 10.1991 87600 8760001J10 BACK ASSY-FRONT SEAT,RH RH 01"
87600-01J11,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/SEPARATE SEAT | 09.1988 - 12.1988 87600 8760001J11 BACK ASSY-FRONT SEAT,RH RH 01"
87600-01J80,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/SEPARATE SEAT | 09.1988 - 12.1988 87600 8760001J80 BACK ASSY-FRONT SEAT,RH RH 01"
87600-01J81,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (K) VINYL | 03.1988 - 12.1988 87600 8760001J81 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J00,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (K) VINYL | 12.1988 - 10.1991 87600 8760023J00 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J01,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 12.1988 - 08.1989 87600 8760023J01 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J10,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/SEPARATE SEAT | 12.1988 - 10.1991 87600 8760023J10 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J11,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 12.1988 - 08.1989 87600 8760023J11 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J80,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"W.6P 08.1987 - 10.1991 87600 8760023J80 BACK ASSY-FRONT SEAT,RH RH 01"
87600-23J81,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 09.1988 - 12.1988 87600 8760023J81 BACK ASSY-FRONT SEAT,RH RH 01"
87600-38J00,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (K) | 10.1991 - 08.1993 87600 8760038J00 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87600-38J01,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (A) | 10.1991 - 08.1993 87600 8760038J01 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87600-38J02,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*K.SGL+*W.SGL (C) F/LEATHER | 10.1991 - 08.1993 87600 8760038J02 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87600-38J10,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*K.SGL+*W.SGL (K) F/LEATHER | 10.1991 - 08.1993 87600 8760038J10 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87600-38J11,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (C) | 10.1991 - 08.1993 87600 8760038J11 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87600-38J12,"Back Assy-Front Seat,Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (C) | 10.1991 - 08.1993 87600 8760038J12 BACK ASSY-FRONT SEAT,RH ﺧﻠﻔﻲ ﻣﺠﻤﻮﻋﺔ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87601-01J00,"Frame Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 03.1988 - 09.1988 87601 8760101J00 FRAME ASSY-BACK,FRONT SEAT RH RH 01"
87601-23J00,"Frame Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P VINYL | 03.1988 - 12.1988 87601 8760123J00 FRAME ASSY-BACK,FRONT SEAT RH RH 01"
87601-38J00,"Frame Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*K.SGL+*W.SGL (A) F/LEATHER | 10.1991 - 08.1993 87601 8760138J00 FRAME ASSY-BACK,FRONT SEAT RH RH 01"
87602-10V01,"Holder Assy-Headrest,Lock",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,310,12,"(K+W+HW).(GL+SGL) (A) | 10.1991 - 08.1993 87602 8760210V01 HOLDER ASSY-HEADREST,LOCK ﻗﻔﻞ 02"
87602-10V02,"Holder Assy-Headrest,Lock",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,286,12,"K +HK +W +HW +HV (K) | 10.1991 - 08.1993 87602 8760210V02 HOLDER ASSY-HEADREST,LOCK ﻗﻔﻞ 02"
87602-50A02,"Holder Assy-Headrest,Lock",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,288,12,"K.GR (K) | 10.1991 - 08.1993 87602 8760250A02 HOLDER ASSY-HEADREST,LOCK ﻗﻔﻞ 02"
87603-01J00,"Holder Assy-Headrest,Free",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,310,12,"0812402028 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 87603 8760301J00 HOLDER ASSY-HEADREST,FREE HEADREST,FREE 02"
87603-10V01,"Holder Assy-Headrest,Free",general,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) LH FREE | 05.1989 - 10.1991 87603 8760310V01 HOLDER ASSY-HEADREST,FREE HEADREST,FREE 01"
87603-54A02,"Holder Assy-Headrest,Free",cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,310,12,"(K+W+HW).(GL+SGL) (A) | 10.1991 - 08.1993 87603 8760354A02 HOLDER ASSY-HEADREST,FREE HEADREST,FREE 02"
87603-71L02,"Holder Assy-Headrest,Free",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,286,12,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 87603 8760371L02 HOLDER ASSY-HEADREST,FREE HEADREST,FREE 01"
87603-F6102,"Holder Assy-Headrest,Free",general,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"K.2P +K.5P +W.5P +W.6P +HW.5P (C) LH FREE | 08.1987 - 05.1989 87603 87603F6102 HOLDER ASSY-HEADREST,FREE HEADREST,FREE 01"
87610-08J00,Knob-Reclining Device Lever,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,*W.SGL (C) F/REAR COOLER | 10.1991 - 08.1993 88418M 8761008J00 KNOB-RECLINING DEVICE LEVER ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
87610-08J01,Knob-Reclining Device Lever,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,*W.SGL (C) F/REAR COOLER | 10.1991 - 08.1993 88418M 8761008J01 KNOB-RECLINING DEVICE LEVER ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
87610-33J12,Knob-Reclining Device Lever,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,*W.SGL (K) F/REAR COOLER | 10.1991 - 08.1993 88418M 8761033J12 KNOB-RECLINING DEVICE LEVER ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
87611-01J00,"Pad Assy-Back,Front Seat,Rh",brake,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P +*W.5P +*W.6P +*HW.5P +*T +*T.A F/HI GRADE | 07.1989 - 10.1991 87611 8761101J00 PAD ASSY-BACK,FRONT SEAT,RH RH 01"
87611-01J15,"Pad Assy-Back,Front Seat,Lh",brake,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,24,4,"K +W 10.1991 - 10.1994 87661 8761101J15 PAD ASSY-BACK,FRONT SEAT,LH LH 01"
87611-38J00,"Pad Assy-Back,Front Seat,Rh",brake,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,132,12,"K.SGL+W.SGL (K) | 10.1991 - 08.1993 87611 8761138J00 PAD ASSY-BACK,FRONT SEAT,RH ﻓﺤﻤﺎﺕ ﻣﺠﻤﻮﻋﺔ-ﺧﻠﻔﻲ,ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 01"
87614-41L60,Bush-Front Seat,suspension,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,64,12,K.SGL +W.SGL (K) | 10.1991 - 08.1993 87614 8761441L60 BUSH-FRONT SEAT ﺟﻠﺪﺓ-ﺃﻣﺎﻣﻲ ﻣﺮﺗﺒﺔ 02
87614-Q1300,Bush-3Rd Seat,suspension,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,56,12,W.ME.2S/S.3S/F NO.1 | 10.1991 - 08.1993 89605C 87614Q1300 BUSH-3RD SEAT ﺟﻠﺪﺓ 01
87614-W5000,Bush-3Rd Seat,suspension,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,48,12,*W.SGL (A) F/VINYL LEATHER SEAT | 10.1991 - 08.1993 89605C 87614W5000 BUSH-3RD SEAT ﺟﻠﺪﺓ 01
87615-01B00,Bolt-Special,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,112,12,*W.SGL (C) F/LEATHER | 10.1991 - 08.1993 87000A 8761501B00 BOLT-SPECIAL ﻣﺴﻤﺎﺭ 01
87615-W5000,Bolt,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,52,12,W.ME.2S/S.3S/F (A) | 10.1991 - 12.1993 89000A 87615W5000 BOLT ﻣﺴﻤﺎﺭ 01
87616-01J00,"Cover-Hinge,Front Seat",interior,"1988,1989,1990,1991",,80,مدقق آليًا,16,4,"W 10.1994 - ... 87616 8761601J00 COVER-HINGE,FRONT SEAT ﻏﻄﺎﺀ 01"
87616-01J10,"Cover-Hinge,Front Seat",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,104,12,"HK +W +HW +HV (K) | 10.1991 - 08.1993 87616 8761601J10 COVER-HINGE,FRONT SEAT ﻏﻄﺎﺀ 02"
87620-01J00,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 09.1988 - 12.1988 87670 8762001J00 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-01J01,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991","RB30S,TB42S",85,مدقق آليًا بدرجة عالية,24,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 12.1988 - 10.1991 87670 8762001J01 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-01J10,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"*W.6P (C) F/SEPARATE SEAT | 09.1988 - 12.1988 87670 8762001J10 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-01J11,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"W.6P 08.1987 - 08.1989 87670 8762001J11 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-01J80,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"*W.6P (K) F/SEPARATE SEAT | 12.1988 - 10.1991 87670 8762001J80 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-01J81,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 09.1988 - 12.1988 87670 8762001J81 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-23J00,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/SEPARATE SEAT | 09.1988 - 12.1988 87620 8762023J00 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-23J01,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (C) VINYL | 12.1988 - 10.1991 87620 8762023J01 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-23J10,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*K.2P +*K.5P.STD +*W.6P (K) VINYL | 12.1988 - 10.1991 87620 8762023J10 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-23J11,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (C) F/CTR CONSOLE-LARGE | 12.1988 - 08.1989 87620 8762023J11 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-23J80,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,12,4,"*W.6P (K) F/CTR CONSOLE-LARGE | 12.1988 - 08.1989 87620 8762023J80 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-23J81,"Trim Assy-Seat Back,Lh",interior,"1988,1989,1990,1991",,80,مدقق آليًا,24,4,"*W.6P (C) VINYL | 09.1988 - 08.1989 87670 8762023J81 TRIM ASSY-SEAT BACK,LH BACK,LH 01"
87620-38J00,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL 10.1991 - 08.1993 87620 8762038J00 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-38J01,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*K.SGL+*W.SGL (A) F/LEATHER | 10.1991 - 08.1993 87620 8762038J01 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-38J02,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (C) | 10.1991 - 08.1993 87620 8762038J02 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-38J10,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"K.SGL +W.SGL (A) | 10.1991 - 08.1993 87620 8762038J10 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
87620-38J11,"Trim Assy-Back,Front Seat Rh",interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,"*K.SGL+*W.SGL (C) F/LEATHER | 10.1991 - 08.1993 87620 8762038J11 TRIM ASSY-BACK,FRONT SEAT RH RH 01"
